index,lexeme,cell,phon_form,alignment,stem,exponents,method,index,lexeme,cell,phon_form,alignment,stem,exponents,method
65008,shoulder,8,s h o u l d e r e d,10 11 12 13 14 15 16 17 32 33,"""- s h o u l d e r -""","""- e d""","Simple edit score, Progressive alignment",65008,shoulder,8,s h o u l d e r e d,10 11 12 13 14 15 16 17 32 33,"""- s h o u l d e r -""","""- e d""","Simple edit score, Progressive alignment with LCS"
65009,shoulder,9,s h o u l d e r i n g,10 11 12 13 14 15 16 17 18 19 20,"""- s h o u l d e r -""","""- i n g""","Simple edit score, Progressive alignment",65009,shoulder,9,s h o u l d e r i n g,10 11 12 13 14 15 16 17 18 19 20,"""- s h o u l d e r -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
65010,shoulder,10,s h o u l d e r s,10 11 12 13 14 15 16 17 34,"""- s h o u l d e r -""","""- s""","Simple edit score, Progressive alignment",65010,shoulder,10,s h o u l d e r s,10 11 12 13 14 15 16 17 34,"""- s h o u l d e r -""","""- s""","Simple edit score, Progressive alignment with LCS"
65011,shoulder,11,s q u a r e - s h o u l d e r e d,2 3 4 5 6 7 10 11 12 13 14 15 16 17 32 33,"""- s h o u l d e r -""","""s q u a r e - e d""","Simple edit score, Progressive alignment",65011,shoulder,11,s q u a r e - s h o u l d e r e d,2 3 4 5 6 7 10 11 12 13 14 15 16 17 32 33,"""- s h o u l d e r -""","""s q u a r e - e d""","Simple edit score, Progressive alignment with LCS"
31874,grandmother,0,g r a n,0 1 2 3,"""g r a n -""","""-""","Simple edit score, Progressive alignment",31874,grandmother,0,g r a n,0 1 2 3,"""g r a n -""","""-""","Simple edit score, Progressive alignment with LCS"
31875,grandmother,1,g r a n s,0 1 2 3 4,"""g r a n -""","""- s""","Simple edit score, Progressive alignment",31875,grandmother,1,g r a n s,0 1 2 3 4,"""g r a n -""","""- s""","Simple edit score, Progressive alignment with LCS"
33488,hard currency,0,h a r d _ c u r r e n c y,0 1 2 3 4 5 6 7 8 9 10 11 12,"""h a r d _ c u r r e n c y""","""-""","Simple edit score, Progressive alignment",33488,hard currency,0,h a r d _ c u r r e n c y,0 1 2 3 4 5 6 7 8 9 10 11 12,"""h a r d _ c u r r e n c y""","""-""","Simple edit score, Progressive alignment with LCS"
58627,registration number,0,r e g i s t r a t i o n _ n u m b e r,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18,"""r e g i s t r a t i o n _ n u m b e r -""","""-""","Simple edit score, Progressive alignment",58627,registration number,0,r e g i s t r a t i o n _ n u m b e r,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18,"""r e g i s t r a t i o n _ n u m b e r -""","""-""","Simple edit score, Progressive alignment with LCS"
58628,registration number,1,r e g i s t r a t i o n _ n u m b e r s,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,"""r e g i s t r a t i o n _ n u m b e r -""","""- s""","Simple edit score, Progressive alignment",58628,registration number,1,r e g i s t r a t i o n _ n u m b e r s,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,"""r e g i s t r a t i o n _ n u m b e r -""","""- s""","Simple edit score, Progressive alignment with LCS"
49857,parabola,0,p a r a b o l a,0 1 2 3 4 5 6 9,"""p a r a b o l -""","""- a""","Simple edit score, Progressive alignment",49857,parabola,0,p a r a b o l a,0 1 2 3 4 5 6 9,"""p a r a b o l -""","""- a""","Simple edit score, Progressive alignment with LCS"
49858,parabola,1,p a r a b o l a s,0 1 2 3 4 5 6 9 10,"""p a r a b o l -""","""- a s""","Simple edit score, Progressive alignment",49858,parabola,1,p a r a b o l a s,0 1 2 3 4 5 6 9 10,"""p a r a b o l -""","""- a s""","Simple edit score, Progressive alignment with LCS"
49859,parabola,2,p a r a b o l i c,0 1 2 3 4 5 6 7 8,"""p a r a b o l -""","""- i c""","Simple edit score, Progressive alignment",49859,parabola,2,p a r a b o l i c,0 1 2 3 4 5 6 7 8,"""p a r a b o l -""","""- i c""","Simple edit score, Progressive alignment with LCS"
49860,parabola,3,p a r a b o l i c a l,0 1 2 3 4 5 6 7 8 9 11,"""p a r a b o l -""","""- i c a l""","Simple edit score, Progressive alignment",49860,parabola,3,p a r a b o l i c a l,0 1 2 3 4 5 6 7 8 9 11,"""p a r a b o l -""","""- i c a l""","Simple edit score, Progressive alignment with LCS"
49861,parabola,4,p a r a b o l i c a l l y,0 1 2 3 4 5 6 7 8 9 11 12 13,"""p a r a b o l -""","""- i c a l l y""","Simple edit score, Progressive alignment",49861,parabola,4,p a r a b o l i c a l l y,0 1 2 3 4 5 6 7 8 9 11 12 13,"""p a r a b o l -""","""- i c a l l y""","Simple edit score, Progressive alignment with LCS"
14642,coal measure,0,c o a l _ m e a s u r e,0 1 2 3 4 5 6 7 8 9 10 11,"""c o a l _ m e a s u r e -""","""-""","Simple edit score, Progressive alignment",14642,coal measure,0,c o a l _ m e a s u r e,0 1 2 3 4 5 6 7 8 9 10 11,"""c o a l _ m e a s u r e -""","""-""","Simple edit score, Progressive alignment with LCS"
14643,coal measure,1,c o a l _ m e a s u r e s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""c o a l _ m e a s u r e -""","""- s""","Simple edit score, Progressive alignment",14643,coal measure,1,c o a l _ m e a s u r e s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""c o a l _ m e a s u r e -""","""- s""","Simple edit score, Progressive alignment with LCS"
52620,planet,0,i n t e r p l a n e t a r y,0 1 2 3 4 5 6 7 8 9 10 11 12 18,"""- p l a n e t -""","""i n t e r - a r y""","Simple edit score, Progressive alignment",52620,planet,0,i n t e r p l a n e t a r y,0 1 2 3 4 5 6 7 8 9 10 11 12 18,"""- p l a n e t -""","""i n t e r - a r y""","Simple edit score, Progressive alignment with LCS"
52621,planet,1,p l a n e t,5 6 7 8 9 10,"""- p l a n e t -""","""-""","Simple edit score, Progressive alignment",52621,planet,1,p l a n e t,5 6 7 8 9 10,"""- p l a n e t -""","""-""","Simple edit score, Progressive alignment with LCS"
52622,planet,2,p l a n e t a r i a,5 6 7 8 9 10 11 12 13 17,"""- p l a n e t -""","""- a r i a""","Simple edit score, Progressive alignment",52622,planet,2,p l a n e t a r i a,5 6 7 8 9 10 11 12 13 17,"""- p l a n e t -""","""- a r i a""","Simple edit score, Progressive alignment with LCS"
52623,planet,3,p l a n e t a r i u m,5 6 7 8 9 10 11 12 13 14 15,"""- p l a n e t -""","""- a r i u m""","Simple edit score, Progressive alignment",52623,planet,3,p l a n e t a r i u m,5 6 7 8 9 10 11 12 13 14 15,"""- p l a n e t -""","""- a r i u m""","Simple edit score, Progressive alignment with LCS"
52624,planet,4,p l a n e t a r i u m s,5 6 7 8 9 10 11 12 13 14 15 16,"""- p l a n e t -""","""- a r i u m s""","Simple edit score, Progressive alignment",52624,planet,4,p l a n e t a r i u m s,5 6 7 8 9 10 11 12 13 14 15 16,"""- p l a n e t -""","""- a r i u m s""","Simple edit score, Progressive alignment with LCS"
52625,planet,5,p l a n e t a r y,5 6 7 8 9 10 11 12 18,"""- p l a n e t -""","""- a r y""","Simple edit score, Progressive alignment",52625,planet,5,p l a n e t a r y,5 6 7 8 9 10 11 12 18,"""- p l a n e t -""","""- a r y""","Simple edit score, Progressive alignment with LCS"
52626,planet,6,p l a n e t s,5 6 7 8 9 10 16,"""- p l a n e t -""","""- s""","Simple edit score, Progressive alignment",52626,planet,6,p l a n e t s,5 6 7 8 9 10 16,"""- p l a n e t -""","""- s""","Simple edit score, Progressive alignment with LCS"
40567,liberal art,0,l i b e r a l _ a r t,0 1 2 3 4 5 6 7 8 9 10,"""l i b e r a l _ a r t -""","""-""","Simple edit score, Progressive alignment",40567,liberal art,0,l i b e r a l _ a r t,0 1 2 3 4 5 6 7 8 9 10,"""l i b e r a l _ a r t -""","""-""","Simple edit score, Progressive alignment with LCS"
40568,liberal art,1,l i b e r a l _ a r t s,0 1 2 3 4 5 6 7 8 9 10 11,"""l i b e r a l _ a r t -""","""- s""","Simple edit score, Progressive alignment",40568,liberal art,1,l i b e r a l _ a r t s,0 1 2 3 4 5 6 7 8 9 10 11,"""l i b e r a l _ a r t -""","""- s""","Simple edit score, Progressive alignment with LCS"
1506,Sri Lanka,0,S r i _ L a n k a,0 1 2 3 4 5 6 7 8,"""S r i _ L a n k a""","""-""","Simple edit score, Progressive alignment",1506,Sri Lanka,0,S r i _ L a n k a,0 1 2 3 4 5 6 7 8,"""S r i _ L a n k a""","""-""","Simple edit score, Progressive alignment with LCS"
805,June,0,J u n e,0 1 2 3,"""J u n e -""","""-""","Simple edit score, Progressive alignment",805,June,0,J u n e,0 1 2 3,"""J u n e -""","""-""","Simple edit score, Progressive alignment with LCS"
806,June,1,J u n e s,0 1 2 3 4,"""J u n e -""","""- s""","Simple edit score, Progressive alignment",806,June,1,J u n e s,0 1 2 3 4,"""J u n e -""","""- s""","Simple edit score, Progressive alignment with LCS"
1327,Revised Version,0,R e v i s e d _ V e r s i o n,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14,"""R e v i s e d _ V e r s i o n""","""-""","Simple edit score, Progressive alignment",1327,Revised Version,0,R e v i s e d _ V e r s i o n,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14,"""R e v i s e d _ V e r s i o n""","""-""","Simple edit score, Progressive alignment with LCS"
41645,locomotive,0,l o c o m o t i v e,0 1 2 3 4 5 6 7 8 9,"""l o c o m o t i v e -""","""-""","Simple edit score, Progressive alignment",41645,locomotive,0,l o c o m o t i v e,0 1 2 3 4 5 6 7 8 9,"""l o c o m o t i v e -""","""-""","Simple edit score, Progressive alignment with LCS"
41646,locomotive,1,l o c o m o t i v e s,0 1 2 3 4 5 6 7 8 9 10,"""l o c o m o t i v e -""","""- s""","Simple edit score, Progressive alignment",41646,locomotive,1,l o c o m o t i v e s,0 1 2 3 4 5 6 7 8 9 10,"""l o c o m o t i v e -""","""- s""","Simple edit score, Progressive alignment with LCS"
33616,harum-scarum,0,h a r u m - s c a r u m,0 1 2 3 4 5 6 7 8 9 10,"""h a r u m s c a r u m -""","""-""","Simple edit score, Progressive alignment",33616,harum-scarum,0,h a r u m - s c a r u m,0 1 2 3 4 5 6 7 8 9 10,"""h a r u m s c a r u m -""","""-""","Simple edit score, Progressive alignment with LCS"
33617,harum-scarum,1,h a r u m - s c a r u m s,0 1 2 3 4 5 6 7 8 9 10 11,"""h a r u m s c a r u m -""","""- s""","Simple edit score, Progressive alignment",33617,harum-scarum,1,h a r u m - s c a r u m s,0 1 2 3 4 5 6 7 8 9 10 11,"""h a r u m s c a r u m -""","""- s""","Simple edit score, Progressive alignment with LCS"
11498,carbine,0,c a r b i n e,0 1 2 3 4 5 6,"""c a r b i n e -""","""-""","Simple edit score, Progressive alignment",11498,carbine,0,c a r b i n e,0 1 2 3 4 5 6,"""c a r b i n e -""","""-""","Simple edit score, Progressive alignment with LCS"
11499,carbine,1,c a r b i n e s,0 1 2 3 4 5 6 7,"""c a r b i n e -""","""- s""","Simple edit score, Progressive alignment",11499,carbine,1,c a r b i n e s,0 1 2 3 4 5 6 7,"""c a r b i n e -""","""- s""","Simple edit score, Progressive alignment with LCS"
78191,uterus,0,i n t r a - u t e r i n e,0 1 2 3 4 5 6 7 8 9 10 13,"""- u t e r -""","""i n t r a - i n e""","Simple edit score, Progressive alignment",78191,uterus,0,i n t r a - u t e r i n e,0 1 2 3 4 5 6 7 8 9 10 13,"""- u t e r -""","""i n t r a - i n e""","Simple edit score, Progressive alignment with LCS"
78192,uterus,1,u t e r i,5 6 7 8 9,"""- u t e r -""","""- i""","Simple edit score, Progressive alignment",78192,uterus,1,u t e r i,5 6 7 8 9,"""- u t e r -""","""- i""","Simple edit score, Progressive alignment with LCS"
78193,uterus,2,u t e r i n e,5 6 7 8 9 10 13,"""- u t e r -""","""- i n e""","Simple edit score, Progressive alignment",78193,uterus,2,u t e r i n e,5 6 7 8 9 10 13,"""- u t e r -""","""- i n e""","Simple edit score, Progressive alignment with LCS"
78194,uterus,3,u t e r u s,5 6 7 8 11 12,"""- u t e r -""","""- u s""","Simple edit score, Progressive alignment",78194,uterus,3,u t e r u s,5 6 7 8 11 12,"""- u t e r -""","""- u s""","Simple edit score, Progressive alignment with LCS"
78195,uterus,4,u t e r u s e s,5 6 7 8 11 12 13 14,"""- u t e r -""","""- u s e s""","Simple edit score, Progressive alignment",78195,uterus,4,u t e r u s e s,5 6 7 8 11 12 13 14,"""- u t e r -""","""- u s e s""","Simple edit score, Progressive alignment with LCS"
