index,lexeme,cell,phon_form,alignment,stem,exponents,method,index,lexeme,cell,phon_form,alignment,stem,exponents,method
5616,basket,3,b a s k e t f u l,17 18 19 20 21 22 26 27 28,"""- b a s k e t -""","""- f u l""","Simple edit score, Progressive alignment",5616,basket,3,b a s k e t f u l,17 18 19 20 21 22 26 27 28,"""- b a s k e t -""","""- f u l""","Simple edit score, Progressive alignment with LCS"
5617,basket,4,b a s k e t f u l s,17 18 19 20 21 22 26 27 28 31,"""- b a s k e t -""","""- f u l s""","Simple edit score, Progressive alignment",5617,basket,4,b a s k e t f u l s,17 18 19 20 21 22 26 27 28 31,"""- b a s k e t -""","""- f u l s""","Simple edit score, Progressive alignment with LCS"
5618,basket,5,b a s k e t r y,17 18 19 20 21 22 29 30,"""- b a s k e t -""","""- r y""","Simple edit score, Progressive alignment",5618,basket,5,b a s k e t r y,17 18 19 20 21 22 29 30,"""- b a s k e t -""","""- r y""","Simple edit score, Progressive alignment with LCS"
5619,basket,6,b a s k e t s,17 18 19 20 21 22 31,"""- b a s k e t -""","""- s""","Simple edit score, Progressive alignment",5619,basket,6,b a s k e t s,17 18 19 20 21 22 31,"""- b a s k e t -""","""- s""","Simple edit score, Progressive alignment with LCS"
5620,basket,7,b a s k e t w o r k,17 18 19 20 21 22 23 24 29 30,"""- b a s k e t -""","""- w o r k""","Simple edit score, Progressive alignment",5620,basket,7,b a s k e t w o r k,17 18 19 20 21 22 23 24 29 30,"""- b a s k e t -""","""- w o r k""","Simple edit score, Progressive alignment with LCS"
5621,basket,8,b r e a d b a s k e t,0 6 10 12 13 17 18 19 20 21 22,"""- b a s k e t -""","""b r e a d -""","Simple edit score, Progressive alignment",5621,basket,8,b r e a d b a s k e t,0 6 10 12 13 17 18 19 20 21 22,"""- b a s k e t -""","""b r e a d -""","Simple edit score, Progressive alignment with LCS"
5622,basket,9,b r e a d b a s k e t s,0 6 10 12 13 17 18 19 20 21 22 31,"""- b a s k e t -""","""b r e a d - s""","Simple edit score, Progressive alignment",5622,basket,9,b r e a d b a s k e t s,0 6 10 12 13 17 18 19 20 21 22 31,"""- b a s k e t -""","""b r e a d - s""","Simple edit score, Progressive alignment with LCS"
5623,basket,10,c l o t h e s b a s k e t,0 1 5 8 9 10 16 17 18 19 20 21 22,"""- b a s k e t -""","""c l o t h e s -""","Simple edit score, Progressive alignment",5623,basket,10,c l o t h e s b a s k e t,0 1 5 8 9 10 16 17 18 19 20 21 22,"""- b a s k e t -""","""c l o t h e s -""","Simple edit score, Progressive alignment with LCS"
5624,basket,11,c l o t h e s b a s k e t s,0 1 5 8 9 10 16 17 18 19 20 21 22 31,"""- b a s k e t -""","""c l o t h e s - s""","Simple edit score, Progressive alignment",5624,basket,11,c l o t h e s b a s k e t s,0 1 5 8 9 10 16 17 18 19 20 21 22 31,"""- b a s k e t -""","""c l o t h e s - s""","Simple edit score, Progressive alignment with LCS"
5625,basket,12,l i t t e r - b a s k e t,1 6 7 8 10 15 17 18 19 20 21 22,"""- b a s k e t -""","""l i t t e r -""","Simple edit score, Progressive alignment",5625,basket,12,l i t t e r - b a s k e t,1 6 7 8 10 15 17 18 19 20 21 22,"""- b a s k e t -""","""l i t t e r -""","Simple edit score, Progressive alignment with LCS"
5626,basket,13,l i t t e r - b a s k e t s,1 6 7 8 10 15 17 18 19 20 21 22 31,"""- b a s k e t -""","""l i t t e r - s""","Simple edit score, Progressive alignment",5626,basket,13,l i t t e r - b a s k e t s,1 6 7 8 10 15 17 18 19 20 21 22 31,"""- b a s k e t -""","""l i t t e r - s""","Simple edit score, Progressive alignment with LCS"
5627,basket,14,w a s t e - p a p e r - b a s k e t,2 3 4 8 10 11 12 13 14 15 17 18 19 20 21 22,"""- b a s k e t -""","""w a s t e p a p e r -""","Simple edit score, Progressive alignment",5627,basket,14,w a s t e - p a p e r - b a s k e t,2 3 4 8 10 11 12 13 14 15 17 18 19 20 21 22,"""- b a s k e t -""","""w a s t e p a p e r -""","Simple edit score, Progressive alignment with LCS"
5628,basket,15,w a s t e - p a p e r - b a s k e t s,2 3 4 8 10 11 12 13 14 15 17 18 19 20 21 22 31,"""- b a s k e t -""","""w a s t e p a p e r - s""","Simple edit score, Progressive alignment",5628,basket,15,w a s t e - p a p e r - b a s k e t s,2 3 4 8 10 11 12 13 14 15 17 18 19 20 21 22 31,"""- b a s k e t -""","""w a s t e p a p e r - s""","Simple edit score, Progressive alignment with LCS"
5629,basket,16,w a s t e b a s k e t,2 3 4 8 10 17 18 19 20 21 22,"""- b a s k e t -""","""w a s t e -""","Simple edit score, Progressive alignment",5629,basket,16,w a s t e b a s k e t,2 3 4 8 10 17 18 19 20 21 22,"""- b a s k e t -""","""w a s t e -""","Simple edit score, Progressive alignment with LCS"
5630,basket,17,w a s t e b a s k e t s,2 3 4 8 10 17 18 19 20 21 22 31,"""- b a s k e t -""","""w a s t e - s""","Simple edit score, Progressive alignment",5630,basket,17,w a s t e b a s k e t s,2 3 4 8 10 17 18 19 20 21 22 31,"""- b a s k e t -""","""w a s t e - s""","Simple edit score, Progressive alignment with LCS"
5631,basket,18,w o r k b a s k e t,2 5 15 16 17 18 19 20 21 22,"""- b a s k e t -""","""w o r k -""","Simple edit score, Progressive alignment",5631,basket,18,w o r k b a s k e t,2 5 15 16 17 18 19 20 21 22,"""- b a s k e t -""","""w o r k -""","Simple edit score, Progressive alignment with LCS"
5632,basket,19,w o r k b a s k e t s,2 5 15 16 17 18 19 20 21 22 31,"""- b a s k e t -""","""w o r k - s""","Simple edit score, Progressive alignment",5632,basket,19,w o r k b a s k e t s,2 5 15 16 17 18 19 20 21 22 31,"""- b a s k e t -""","""w o r k - s""","Simple edit score, Progressive alignment with LCS"
18794,cuddle,0,c u d d l e,0 1 2 3 4 9,"""c u d d l -""","""- e""","Simple edit score, Progressive alignment",18794,cuddle,0,c u d d l e,0 1 2 3 4 9,"""c u d d l -""","""- e""","Simple edit score, Progressive alignment with LCS"
18795,cuddle,1,c u d d l e d,0 1 2 3 4 9 16,"""c u d d l -""","""- e d""","Simple edit score, Progressive alignment",18795,cuddle,1,c u d d l e d,0 1 2 3 4 9 16,"""c u d d l -""","""- e d""","Simple edit score, Progressive alignment with LCS"
18796,cuddle,2,c u d d l e s,0 1 2 3 4 9 11,"""c u d d l -""","""- e s""","Simple edit score, Progressive alignment",18796,cuddle,2,c u d d l e s,0 1 2 3 4 9 11,"""c u d d l -""","""- e s""","Simple edit score, Progressive alignment with LCS"
18797,cuddle,3,c u d d l e s o m e,0 1 2 3 4 9 11 12 13 14,"""c u d d l -""","""- e s o m e""","Simple edit score, Progressive alignment",18797,cuddle,3,c u d d l e s o m e,0 1 2 3 4 9 11 12 13 14,"""c u d d l -""","""- e s o m e""","Simple edit score, Progressive alignment with LCS"
18798,cuddle,4,c u d d l i e r,0 1 2 3 4 6 9 10,"""c u d d l -""","""- i e r""","Simple edit score, Progressive alignment",18798,cuddle,4,c u d d l i e r,0 1 2 3 4 6 9 10,"""c u d d l -""","""- i e r""","Simple edit score, Progressive alignment with LCS"
18799,cuddle,5,c u d d l i e s t,0 1 2 3 4 6 9 11 15,"""c u d d l -""","""- i e s t""","Simple edit score, Progressive alignment",18799,cuddle,5,c u d d l i e s t,0 1 2 3 4 6 9 11 15,"""c u d d l -""","""- i e s t""","Simple edit score, Progressive alignment with LCS"
18800,cuddle,6,c u d d l i n g,0 1 2 3 4 6 7 8,"""c u d d l -""","""- i n g""","Simple edit score, Progressive alignment",18800,cuddle,6,c u d d l i n g,0 1 2 3 4 6 7 8,"""c u d d l -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
18801,cuddle,7,c u d d l y,0 1 2 3 4 5,"""c u d d l -""","""- y""","Simple edit score, Progressive alignment",18801,cuddle,7,c u d d l y,0 1 2 3 4 5,"""c u d d l -""","""- y""","Simple edit score, Progressive alignment with LCS"
26132,feelings,0,f e e l i n g s,0 1 2 3 4 5 6 7,"""f e e l i n g s""","""-""","Simple edit score, Progressive alignment",26132,feelings,0,f e e l i n g s,0 1 2 3 4 5 6 7,"""f e e l i n g s""","""-""","Simple edit score, Progressive alignment with LCS"
