index,lexeme,cell,phon_form,alignment,stem,exponents,method,index,lexeme,cell,phon_form,alignment,stem,exponents,method
61354,rush,10,r u s h y,4 5 6 7 10,"""- r u s h -""","""- y""","Simple edit score, Progressive alignment",61354,rush,10,r u s h y,4 5 6 7 10,"""- r u s h -""","""- y""","Simple edit score, Progressive alignment with LCS"
55447,profit,0,n o n p r o f i t,0 1 2 3 4 5 6 7 8,"""- p r o f i t -""","""n o n -""","Simple edit score, Progressive alignment",55447,profit,0,n o n p r o f i t,0 1 2 3 4 5 6 7 8,"""- p r o f i t -""","""n o n -""","Simple edit score, Progressive alignment with LCS"
55448,profit,1,p r o f i t,3 4 5 6 7 8,"""- p r o f i t -""","""-""","Simple edit score, Progressive alignment",55448,profit,1,p r o f i t,3 4 5 6 7 8,"""- p r o f i t -""","""-""","Simple edit score, Progressive alignment with LCS"
55449,profit,2,p r o f i t - m a r g i n,3 4 5 6 7 8 9 12 13 14 15 16,"""- p r o f i t -""","""- m a r g i n""","Simple edit score, Progressive alignment",55449,profit,2,p r o f i t - m a r g i n,3 4 5 6 7 8 9 12 13 14 15 16,"""- p r o f i t -""","""- m a r g i n""","Simple edit score, Progressive alignment with LCS"
55450,profit,3,p r o f i t - m a r g i n s,3 4 5 6 7 8 9 12 13 14 15 16 22,"""- p r o f i t -""","""- m a r g i n s""","Simple edit score, Progressive alignment",55450,profit,3,p r o f i t - m a r g i n s,3 4 5 6 7 8 9 12 13 14 15 16 22,"""- p r o f i t -""","""- m a r g i n s""","Simple edit score, Progressive alignment with LCS"
55451,profit,4,p r o f i t - s h a r i n g,3 4 5 6 7 8 10 11 12 13 15 16 17,"""- p r o f i t -""","""- s h a r i n g""","Simple edit score, Progressive alignment",55451,profit,4,p r o f i t - s h a r i n g,3 4 5 6 7 8 10 11 12 13 15 16 17,"""- p r o f i t -""","""- s h a r i n g""","Simple edit score, Progressive alignment with LCS"
55452,profit,5,p r o f i t a b l e,3 4 5 6 7 8 12 18 19 20,"""- p r o f i t -""","""- a b l e""","Simple edit score, Progressive alignment",55452,profit,5,p r o f i t a b l e,3 4 5 6 7 8 12 18 19 20,"""- p r o f i t -""","""- a b l e""","Simple edit score, Progressive alignment with LCS"
55453,profit,6,p r o f i t a b l y,3 4 5 6 7 8 12 18 19 25,"""- p r o f i t -""","""- a b l y""","Simple edit score, Progressive alignment",55453,profit,6,p r o f i t a b l y,3 4 5 6 7 8 12 18 19 25,"""- p r o f i t -""","""- a b l y""","Simple edit score, Progressive alignment with LCS"
55454,profit,7,p r o f i t e d,3 4 5 6 7 8 20 21,"""- p r o f i t -""","""- e d""","Simple edit score, Progressive alignment",55454,profit,7,p r o f i t e d,3 4 5 6 7 8 20 21,"""- p r o f i t -""","""- e d""","Simple edit score, Progressive alignment with LCS"
55455,profit,8,p r o f i t i n g,3 4 5 6 7 8 15 16 17,"""- p r o f i t -""","""- i n g""","Simple edit score, Progressive alignment",55455,profit,8,p r o f i t i n g,3 4 5 6 7 8 15 16 17,"""- p r o f i t -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
55456,profit,9,p r o f i t l e s s,3 4 5 6 7 8 19 20 22 23,"""- p r o f i t -""","""- l e s s""","Simple edit score, Progressive alignment",55456,profit,9,p r o f i t l e s s,3 4 5 6 7 8 19 20 22 23,"""- p r o f i t -""","""- l e s s""","Simple edit score, Progressive alignment with LCS"
55457,profit,10,p r o f i t l e s s l y,3 4 5 6 7 8 19 20 22 23 24 25,"""- p r o f i t -""","""- l e s s l y""","Simple edit score, Progressive alignment",55457,profit,10,p r o f i t l e s s l y,3 4 5 6 7 8 19 20 22 23 24 25,"""- p r o f i t -""","""- l e s s l y""","Simple edit score, Progressive alignment with LCS"
55458,profit,11,p r o f i t s,3 4 5 6 7 8 22,"""- p r o f i t -""","""- s""","Simple edit score, Progressive alignment",55458,profit,11,p r o f i t s,3 4 5 6 7 8 22,"""- p r o f i t -""","""- s""","Simple edit score, Progressive alignment with LCS"
17687,couple on,0,c o u p l e _ o n,0 1 2 3 4 8 11 12 13,"""c o u p l - _ o n""","""- e -""","Simple edit score, Progressive alignment",17687,couple on,0,c o u p l e _ o n,0 1 2 3 4 8 11 12 13,"""c o u p l - _ o n""","""- e -""","Simple edit score, Progressive alignment with LCS"
17688,couple on,1,c o u p l e d _ o n,0 1 2 3 4 8 10 11 12 13,"""c o u p l - _ o n""","""- e d -""","Simple edit score, Progressive alignment",17688,couple on,1,c o u p l e d _ o n,0 1 2 3 4 8 10 11 12 13,"""c o u p l - _ o n""","""- e d -""","Simple edit score, Progressive alignment with LCS"
17689,couple on,2,c o u p l e s _ o n,0 1 2 3 4 8 9 11 12 13,"""c o u p l - _ o n""","""- e s -""","Simple edit score, Progressive alignment",17689,couple on,2,c o u p l e s _ o n,0 1 2 3 4 8 9 11 12 13,"""c o u p l - _ o n""","""- e s -""","Simple edit score, Progressive alignment with LCS"
17690,couple on,3,c o u p l i n g _ o n,0 1 2 3 4 5 6 7 11 12 13,"""c o u p l - _ o n""","""- i n g -""","Simple edit score, Progressive alignment",17690,couple on,3,c o u p l i n g _ o n,0 1 2 3 4 5 6 7 11 12 13,"""c o u p l - _ o n""","""- i n g -""","Simple edit score, Progressive alignment with LCS"
75214,tiara,0,t i a r a,0 1 2 3 4,"""t i a r a -""","""-""","Simple edit score, Progressive alignment",75214,tiara,0,t i a r a,0 1 2 3 4,"""t i a r a -""","""-""","Simple edit score, Progressive alignment with LCS"
75215,tiara,1,t i a r a s,0 1 2 3 4 5,"""t i a r a -""","""- s""","Simple edit score, Progressive alignment",75215,tiara,1,t i a r a s,0 1 2 3 4 5,"""t i a r a -""","""- s""","Simple edit score, Progressive alignment with LCS"
65967,sisal,0,s i s a l,0 1 2 3 4,"""s i s a l""","""-""","Simple edit score, Progressive alignment",65967,sisal,0,s i s a l,0 1 2 3 4,"""s i s a l""","""-""","Simple edit score, Progressive alignment with LCS"
38626,kith and kin,0,k i t h _ a n d _ k i n,0 1 2 3 4 5 6 7 8 9 10 11,"""k i t h _ a n d _ k i n""","""-""","Simple edit score, Progressive alignment",38626,kith and kin,0,k i t h _ a n d _ k i n,0 1 2 3 4 5 6 7 8 9 10 11,"""k i t h _ a n d _ k i n""","""-""","Simple edit score, Progressive alignment with LCS"
77318,trust to,0,t r u s t _ t o,0 1 2 3 4 11 12 13,"""t r u s t - _ t o""","""-""","Simple edit score, Progressive alignment",77318,trust to,0,t r u s t _ t o,0 1 2 3 4 11 12 13,"""t r u s t - _ t o""","""-""","Simple edit score, Progressive alignment with LCS"
77319,trust to,1,t r u s t e d _ t o,0 1 2 3 4 8 9 11 12 13,"""t r u s t - _ t o""","""- e d -""","Simple edit score, Progressive alignment",77319,trust to,1,t r u s t e d _ t o,0 1 2 3 4 8 9 11 12 13,"""t r u s t - _ t o""","""- e d -""","Simple edit score, Progressive alignment with LCS"
77320,trust to,2,t r u s t i n g _ t o,0 1 2 3 4 5 6 7 11 12 13,"""t r u s t - _ t o""","""- i n g -""","Simple edit score, Progressive alignment",77320,trust to,2,t r u s t i n g _ t o,0 1 2 3 4 5 6 7 11 12 13,"""t r u s t - _ t o""","""- i n g -""","Simple edit score, Progressive alignment with LCS"
77321,trust to,3,t r u s t s _ t o,0 1 2 3 4 10 11 12 13,"""t r u s t - _ t o""","""- s -""","Simple edit score, Progressive alignment",77321,trust to,3,t r u s t s _ t o,0 1 2 3 4 10 11 12 13,"""t r u s t - _ t o""","""- s -""","Simple edit score, Progressive alignment with LCS"
24064,elevated railway,0,e l,6 12,"""- e - l -""","""-""","Simple edit score, Progressive alignment",24064,elevated railway,0,e l,6 12,"""- e - l -""","""-""","Simple edit score, Progressive alignment with LCS"
24065,elevated railway,1,e l e v a t e d _ r a i l w a y,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,"""- e - l -""","""e l e v a t - d _ r a i - w a y""","Simple edit score, Progressive alignment",24065,elevated railway,1,e l e v a t e d _ r a i l w a y,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,"""- e - l -""","""e l e v a t - d _ r a i - w a y""","Simple edit score, Progressive alignment with LCS"
24066,elevated railway,2,e l e v a t e d _ r a i l w a y s,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,"""- e - l -""","""e l e v a t - d _ r a i - w a y s""","Simple edit score, Progressive alignment",24066,elevated railway,2,e l e v a t e d _ r a i l w a y s,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,"""- e - l -""","""e l e v a t - d _ r a i - w a y s""","Simple edit score, Progressive alignment with LCS"
24067,elevated railway,3,e l s,6 12 16,"""- e - l -""","""- s""","Simple edit score, Progressive alignment",24067,elevated railway,3,e l s,6 12 16,"""- e - l -""","""- s""","Simple edit score, Progressive alignment with LCS"
24037,electric eye,0,e l e c t r i c _ e y e,0 1 2 3 4 5 6 7 8 9 10 11,"""e l e c t r i c _ e y e -""","""-""","Simple edit score, Progressive alignment",24037,electric eye,0,e l e c t r i c _ e y e,0 1 2 3 4 5 6 7 8 9 10 11,"""e l e c t r i c _ e y e -""","""-""","Simple edit score, Progressive alignment with LCS"
24038,electric eye,1,e l e c t r i c _ e y e s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""e l e c t r i c _ e y e -""","""- s""","Simple edit score, Progressive alignment",24038,electric eye,1,e l e c t r i c _ e y e s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""e l e c t r i c _ e y e -""","""- s""","Simple edit score, Progressive alignment with LCS"
61271,run over,0,r a n _ o v e r,0 1 6 9 10 11 12 13,"""r - n - _ o v e r""","""- a -""","Simple edit score, Progressive alignment",61271,run over,0,r a n _ o v e r,0 1 6 9 10 11 12 13,"""r - n - _ o v e r""","""- a -""","Simple edit score, Progressive alignment with LCS"
61272,run over,1,r u n _ o v e r,0 2 6 9 10 11 12 13,"""r - n - _ o v e r""","""- u -""","Simple edit score, Progressive alignment",61272,run over,1,r u n _ o v e r,0 2 6 9 10 11 12 13,"""r - n - _ o v e r""","""- u -""","Simple edit score, Progressive alignment with LCS"
61273,run over,2,r u n n i n g _ o v e r,0 2 3 4 5 6 7 9 10 11 12 13,"""r - n - _ o v e r""","""- u n n i - g -""","Simple edit score, Progressive alignment",61273,run over,2,r u n n i n g _ o v e r,0 2 3 4 5 6 7 9 10 11 12 13,"""r - n - _ o v e r""","""- u n n i - g -""","Simple edit score, Progressive alignment with LCS"
61274,run over,3,r u n s _ o v e r,0 2 6 8 9 10 11 12 13,"""r - n - _ o v e r""","""- u - s -""","Simple edit score, Progressive alignment",61274,run over,3,r u n s _ o v e r,0 2 6 8 9 10 11 12 13,"""r - n - _ o v e r""","""- u - s -""","Simple edit score, Progressive alignment with LCS"
60930,rub,0,r u b,0 1 2,"""r u b -""","""-""","Simple edit score, Progressive alignment",60930,rub,0,r u b,0 1 2,"""r u b -""","""-""","Simple edit score, Progressive alignment with LCS"
60931,rub,1,r u b b e d,0 1 2 3 7 8,"""r u b -""","""- b e d""","Simple edit score, Progressive alignment",60931,rub,1,r u b b e d,0 1 2 3 7 8,"""r u b -""","""- b e d""","Simple edit score, Progressive alignment with LCS"
60932,rub,2,r u b b i n g,0 1 2 3 4 5 6,"""r u b -""","""- b i n g""","Simple edit score, Progressive alignment",60932,rub,2,r u b b i n g,0 1 2 3 4 5 6,"""r u b -""","""- b i n g""","Simple edit score, Progressive alignment with LCS"
60933,rub,3,r u b s,0 1 2 9,"""r u b -""","""- s""","Simple edit score, Progressive alignment",60933,rub,3,r u b s,0 1 2 9,"""r u b -""","""- s""","Simple edit score, Progressive alignment with LCS"
7735,bludgeon,0,b l u d g e o n,0 1 2 3 4 5 6 9,"""b l u d g e o - n -""","""-""","Simple edit score, Progressive alignment",7735,bludgeon,0,b l u d g e o n,0 1 2 3 4 5 6 9,"""b l u d g e o - n -""","""-""","Simple edit score, Progressive alignment with LCS"
7736,bludgeon,1,b l u d g e o n e d,0 1 2 3 4 5 6 9 11 12,"""b l u d g e o - n -""","""- e d""","Simple edit score, Progressive alignment",7736,bludgeon,1,b l u d g e o n e d,0 1 2 3 4 5 6 9 11 12,"""b l u d g e o - n -""","""- e d""","Simple edit score, Progressive alignment with LCS"
7737,bludgeon,2,b l u d g e o n i n g,0 1 2 3 4 5 6 7 8 9 10,"""b l u d g e o - n -""","""- n i - g""","Simple edit score, Progressive alignment",7737,bludgeon,2,b l u d g e o n i n g,0 1 2 3 4 5 6 7 8 9 10,"""b l u d g e o - n -""","""- n i - g""","Simple edit score, Progressive alignment with LCS"
7738,bludgeon,3,b l u d g e o n s,0 1 2 3 4 5 6 9 13,"""b l u d g e o - n -""","""- s""","Simple edit score, Progressive alignment",7738,bludgeon,3,b l u d g e o n s,0 1 2 3 4 5 6 9 13,"""b l u d g e o - n -""","""- s""","Simple edit score, Progressive alignment with LCS"
80739,whinny,0,w h i n n i e d,0 1 2 3 4 6 7 8,"""w h i n n -""","""- i e d""","Simple edit score, Progressive alignment",80739,whinny,0,w h i n n i e d,0 1 2 3 4 6 7 8,"""w h i n n -""","""- i e d""","Simple edit score, Progressive alignment with LCS"
80740,whinny,1,w h i n n i e s,0 1 2 3 4 6 7 9,"""w h i n n -""","""- i e s""","Simple edit score, Progressive alignment",80740,whinny,1,w h i n n i e s,0 1 2 3 4 6 7 9,"""w h i n n -""","""- i e s""","Simple edit score, Progressive alignment with LCS"
80741,whinny,2,w h i n n y,0 1 2 3 4 5,"""w h i n n -""","""- y""","Simple edit score, Progressive alignment",80741,whinny,2,w h i n n y,0 1 2 3 4 5,"""w h i n n -""","""- y""","Simple edit score, Progressive alignment with LCS"
80742,whinny,3,w h i n n y i n g,0 1 2 3 4 5 6 10 11,"""w h i n n -""","""- y i n g""","Simple edit score, Progressive alignment",80742,whinny,3,w h i n n y i n g,0 1 2 3 4 5 6 10 11,"""w h i n n -""","""- y i n g""","Simple edit score, Progressive alignment with LCS"
30724,girdle,0,g i r d l e,0 1 2 3 4 8,"""g i r d l -""","""- e""","Simple edit score, Progressive alignment",30724,girdle,0,g i r d l e,0 1 2 3 4 8,"""g i r d l -""","""- e""","Simple edit score, Progressive alignment with LCS"
30725,girdle,1,g i r d l e d,0 1 2 3 4 8 10,"""g i r d l -""","""- e d""","Simple edit score, Progressive alignment",30725,girdle,1,g i r d l e d,0 1 2 3 4 8 10,"""g i r d l -""","""- e d""","Simple edit score, Progressive alignment with LCS"
30726,girdle,2,g i r d l e s,0 1 2 3 4 8 9,"""g i r d l -""","""- e s""","Simple edit score, Progressive alignment",30726,girdle,2,g i r d l e s,0 1 2 3 4 8 9,"""g i r d l -""","""- e s""","Simple edit score, Progressive alignment with LCS"
30727,girdle,3,g i r d l i n g,0 1 2 3 4 5 6 7,"""g i r d l -""","""- i n g""","Simple edit score, Progressive alignment",30727,girdle,3,g i r d l i n g,0 1 2 3 4 5 6 7,"""g i r d l -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
61148,rumple,0,r u m p l e,0 1 2 3 4 8,"""r u m p l -""","""- e""","Simple edit score, Progressive alignment",61148,rumple,0,r u m p l e,0 1 2 3 4 8,"""r u m p l -""","""- e""","Simple edit score, Progressive alignment with LCS"
61149,rumple,1,r u m p l e d,0 1 2 3 4 8 10,"""r u m p l -""","""- e d""","Simple edit score, Progressive alignment",61149,rumple,1,r u m p l e d,0 1 2 3 4 8 10,"""r u m p l -""","""- e d""","Simple edit score, Progressive alignment with LCS"
61150,rumple,2,r u m p l e s,0 1 2 3 4 8 9,"""r u m p l -""","""- e s""","Simple edit score, Progressive alignment",61150,rumple,2,r u m p l e s,0 1 2 3 4 8 9,"""r u m p l -""","""- e s""","Simple edit score, Progressive alignment with LCS"
61151,rumple,3,r u m p l i n g,0 1 2 3 4 5 6 7,"""r u m p l -""","""- i n g""","Simple edit score, Progressive alignment",61151,rumple,3,r u m p l i n g,0 1 2 3 4 5 6 7,"""r u m p l -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
1145,Old Nick,0,O l d _ N i c k,0 1 2 3 4 5 6 7,"""O l d _ N i c k""","""-""","Simple edit score, Progressive alignment",1145,Old Nick,0,O l d _ N i c k,0 1 2 3 4 5 6 7,"""O l d _ N i c k""","""-""","Simple edit score, Progressive alignment with LCS"
46154,mug's game,0,m u g ' s _ g a m e,0 1 2 3 4 5 6 7 8 9,"""m u g ' s _ g a m e""","""-""","Simple edit score, Progressive alignment",46154,mug's game,0,m u g ' s _ g a m e,0 1 2 3 4 5 6 7 8 9,"""m u g ' s _ g a m e""","""-""","Simple edit score, Progressive alignment with LCS"
