lexeme,cell,phon_form
oxyacetylene,0,o x y a c e t y l e n e
ozone,0,o z o n e
p,0,p
p,1,p ' s
pa,0,g r a n d p a
pa,1,g r a n d p a s
pa,2,p a
pace,0,a p a c e
pace,1,p a c e
pace,2,p a c e d
pace,3,p a c e m a k e r
pace,4,p a c e m a k e r s
pace,5,p a c e s
pace,6,p a c e s e t t e r
pace,7,p a c e s e t t e r s
pace,8,p a c i n g
pachyderm,0,p a c h y d e r m
pachyderm,1,p a c h y d e r m s
pack,0,f a c e - p a c k
pack,1,f a c e - p a c k s
pack,2,i c e p a c k
pack,3,i c e p a c k s
pack,4,m u d p a c k
pack,5,m u d p a c k s
pack,6,p a c k
pack,7,p a c k - a n i m a l
pack,8,p a c k - a n i m a l s
pack,9,p a c k - t h r e a d
pack,10,p a c k e d
pack,11,p a c k e r
pack,12,p a c k e r s
pack,13,p a c k e t
pack,14,p a c k e t - b o a t
pack,15,p a c k e t - b o a t s
pack,16,p a c k e t s
pack,17,p a c k h o r s e
pack,18,p a c k h o r s e s
pack,19,p a c k i n g
pack,20,p a c k s
pack,21,p a c k s a d d l e
pack,22,p a c k s a d d l e s
pack,23,p a y - p a c k e t
pack,24,p a y - p a c k e t s
pack,25,p r e p a c k
pack,26,p r e p a c k e d
pack,27,p r e p a c k i n g
pack,28,p r e p a c k s
pack,29,s i x - p a c k
pack,30,s i x - p a c k s
pack,31,u n p a c k
pack,32,u n p a c k e d
pack,33,u n p a c k i n g
pack,34,u n p a c k s
package,0,p a c k a g e
package,1,p a c k a g e d
package,2,p a c k a g e s
package,3,p a c k a g i n g
package,4,p r e p a c k a g e
package,5,p r e p a c k a g e d
package,6,p r e p a c k a g e s
package,7,p r e p a c k a g i n g
packed,0,j a m - p a c k e d
packed,1,p a c k e d
packed,2,p a c k e d - o u t
packed,3,v a c u u m - p a c k e d
packing,0,p a c k i n g
packing,1,p a c k i n g - c a s e
packing,2,p a c k i n g - c a s e s
packing,3,p a c k i n g - n e e d l e
packing,4,p a c k i n g - n e e d l e s
pact,0,p a c t
pact,1,p a c t s
pad,0,f o o t p a d
pad,1,f o o t p a d s
pad,2,i n k p a d
pad,3,i n k p a d s
pad,4,l a u n c h i n g - p a d
pad,5,l a u n c h i n g - p a d s
pad,6,p a d
pad,7,p a d d e d
pad,8,p a d d i n g
pad,9,p a d s
pad,10,s c r a t c h p a d
pad,11,s c r a t c h p a d s
pad,12,s k e t c h p a d
pad,13,s k e t c h p a d s
padding,0,p a d d i n g
paddle,0,p a d d l e
paddle,1,p a d d l e - b o x
paddle,2,p a d d l e - b o x e s
paddle,3,p a d d l e - s t e a m e r
paddle,4,p a d d l e - s t e a m e r s
paddle,5,p a d d l e - w h e e l
paddle,6,p a d d l e - w h e e l s
paddle,7,p a d d l e d
paddle,8,p a d d l e s
paddle,9,p a d d l i n g
paddock,0,p a d d o c k
paddock,1,p a d d o c k s
padlock,0,p a d l o c k
padlock,1,p a d l o c k e d
padlock,2,p a d l o c k i n g
padlock,3,p a d l o c k s
padre,0,p a d r e
padre,1,p a d r e s
paean,0,p a e a n
paean,1,p a e a n s
pagan,0,p a g a n
pagan,1,p a g a n i s m
pagan,2,p a g a n s
page,0,f r o n t - p a g e
page,1,f u l l - p a g e
page,2,p a g e
page,3,p a g e d
page,4,p a g e s
page,5,p a g i n a t e
page,6,p a g i n a t e d
page,7,p a g i n a t e s
page,8,p a g i n a t i n g
page,9,p a g i n a t i o n
page,10,p a g i n g
page,11,t i t l e - p a g e
page,12,t i t l e - p a g e s
pageant,0,p a g e a n t
pageant,1,p a g e a n t r y
pageant,2,p a g e a n t s
pagoda,0,p a g o d a
pagoda,1,p a g o d a s
paid up,0,p a i d - u p
paid-up,0,p a i d - u p
pail,0,p a i l
pail,1,p a i l f u l
pail,2,p a i l f u l s
pail,3,p a i l s
pail,4,s l o p - p a i l
pail,5,s l o p - p a i l s
pain,0,p a i n
pain,1,p a i n e d
pain,2,p a i n f u l
pain,3,p a i n f u l l y
pain,4,p a i n f u l n e s s
pain,5,p a i n i n g
pain,6,p a i n k i l l e r
pain,7,p a i n k i l l e r s
pain,8,p a i n l e s s
pain,9,p a i n l e s s l y
pain,10,p a i n s
pained,0,p a i n e d
pains,0,g r o w i n g - p a i n s
pains,1,p a i n s
pains,2,p a i n s t a k i n g
pains,3,p a i n s t a k i n g l y
paint,0,g r e a s e p a i n t
paint,1,p a i n t
paint,2,p a i n t b o x
paint,3,p a i n t b o x e s
paint,4,p a i n t b r u s h
paint,5,p a i n t b r u s h e s
paint,6,p a i n t e d
paint,7,p a i n t e r
paint,8,p a i n t e r s
paint,9,p a i n t i n g
paint,10,p a i n t s
paint,11,p a i n t w o r k
paint,12,r e p a i n t
paint,13,r e p a i n t e d
paint,14,r e p a i n t i n g
paint,15,r e p a i n t s
paint,16,s c e n e - p a i n t e r
paint,17,s c e n e - p a i n t e r s
paint,18,s i g n - p a i n t e r
paint,19,s i g n - p a i n t e r s
paint,20,w a r - p a i n t
paint,21,w o r d - p a i n t e r
paint,22,w o r d - p a i n t e r s
painting,0,g e n r e - p a i n t i n g
painting,1,g e n r e - p a i n t i n g s
painting,2,o i l - p a i n t i n g
painting,3,o i l - p a i n t i n g s
painting,4,p a i n t i n g
painting,5,p a i n t i n g s
painting,6,w a l l - p a i n t i n g
painting,7,w a l l - p a i n t i n g s
paints,0,p a i n t s
pair,0,p a i r
pair,1,p a i r e d
pair,2,p a i r i n g
pair,3,p a i r s
paisley,0,p a i s l e y
pal,0,p a l
pal,1,p a l s
palace,0,p a l a c e
palace,1,p a l a c e s
palace,2,p a l a t i a l
palace,3,p a l a t i a l l y
paladin,0,p a l a d i n
paladin,1,p a l a d i n s
palais,0,p a l a i s
palanquin,0,p a l a n q u i n
palanquin,1,p a l a n q u i n s
palatal,0,p a l a t a l
palatal,1,p a l a t a l i z e
palatal,2,p a l a t a l i z e d
palatal,3,p a l a t a l i z e s
palatal,4,p a l a t a l i z i n g
palatal,5,p a l a t a l s
palate,0,p a l a t a b l e
palate,1,p a l a t a b l y
palate,2,p a l a t a l
palate,3,p a l a t a l i z e
palate,4,p a l a t a l i z e d
palate,5,p a l a t a l i z e s
palate,6,p a l a t a l i z i n g
palate,7,p a l a t a l s
palate,8,p a l a t e
palate,9,p a l a t e s
palaver,0,p a l a v e r
palaver,1,p a l a v e r e d
palaver,2,p a l a v e r i n g
palaver,3,p a l a v e r s
pale,0,i m p a l e
pale,1,i m p a l e d
pale,2,i m p a l e m e n t
pale,3,i m p a l e s
pale,4,i m p a l i n g
pale,5,p a l e
pale,6,p a l e d
pale,7,p a l e f a c e
pale,8,p a l e f a c e s
pale,9,p a l e l y
pale,10,p a l e n e s s
pale,11,p a l e r
pale,12,p a l e s
pale,13,p a l e s t
pale,14,p a l i n g
pale,15,p a l i n g s
pale,16,p a l i s h
pale,17,p a l l i d
pale,18,p a l l i d l y
pale,19,p a l l i d n e s s
palimpsest,0,p a l i m p s e s t
palimpsest,1,p a l i m p s e s t s
palings,0,p a l i n g s
palisade,0,p a l i s a d e
palisade,1,p a l i s a d e d
palisade,2,p a l i s a d e s
palisade,3,p a l i s a d i n g
pall,0,p a l l
pall,1,p a l l b e a r e r
pall,2,p a l l b e a r e r s
pall,3,p a l l e d
pall,4,p a l l i e r
pall,5,p a l l i e s t
pall,6,p a l l i n g
pall,7,p a l l s
pall,8,p a l l y
pallet,0,p a l l e t
pallet,1,p a l l e t s
palliasse,0,p a l l i a s s e
palliasse,1,p a l l i a s s e s
palliative,0,p a l l i a t i v e
palliative,1,p a l l i a t i v e s
pallor,0,p a l l o r
palm,0,o i l - p a l m
palm,1,o i l - p a l m s
palm,2,p a l m
palm,3,p a l m - o i l
palm,4,p a l m e d
palm,5,p a l m e r
palm,6,p a l m e r s
palm,7,p a l m i e r
palm,8,p a l m i e s t
palm,9,p a l m i n g
palm,10,p a l m i s t
palm,11,p a l m i s t r y
palm,12,p a l m i s t s
palm,13,p a l m s
palm,14,p a l m y
palmetto,0,p a l m e t t o
palmetto,1,p a l m e t t o s
palomino,0,p a l o m i n o
palomino,1,p a l o m i n o s
palsy,0,p a l s i e d
palsy,1,p a l s i e s
palsy,2,p a l s y
palsy,3,p a l s y i n g
pampas,0,p a m p a s
pampas,1,p a m p a s - g r a s s
pamper,0,p a m p e r
pamper,1,p a m p e r e d
pamper,2,p a m p e r i n g
pamper,3,p a m p e r s
pamphlet,0,p a m p h l e t
pamphlet,1,p a m p h l e t e e r
pamphlet,2,p a m p h l e t e e r s
pamphlet,3,p a m p h l e t s
pan,0,a s h - p a n
pan,1,a s h - p a n s
pan,2,b e d p a n
pan,3,b e d p a n s
pan,4,b r a i n p a n
pan,5,b r a i n p a n s
pan,6,d e a d p a n
pan,7,d r i p p i n g - p a n
pan,8,d r i p p i n g - p a n s
pan,9,d u s t p a n
pan,10,d u s t p a n s
pan,11,f r y - p a n
pan,12,f r y - p a n s
pan,13,f r y i n g - p a n
pan,14,f r y i n g - p a n s
pan,15,p a n
pan,16,p a n c a k e
pan,17,p a n c a k e d
pan,18,p a n c a k e s
pan,19,p a n c a k i n g
pan,20,p a n c h r o m a t i c
pan,21,p a n h a n d l e
pan,22,p a n h a n d l e d
pan,23,p a n h a n d l e r
pan,24,p a n h a n d l e r s
pan,25,p a n h a n d l e s
pan,26,p a n h a n d l i n g
pan,27,p a n n e d
pan,28,p a n n i k i n
pan,29,p a n n i k i n s
pan,30,p a n n i n g
pan,31,p a n o p t i c
pan,32,p a n s
pan,33,p a n t h e i s m
pan,34,p a n t h e i s t
pan,35,p a n t h e i s t i c
pan,36,p a n t h e i s t s
pan,37,p a n t i l e
pan,38,p a n t i l e s
pan,39,p a t t y - p a n
pan,40,p a t t y - p a n s
pan,41,s a l t p a n
pan,42,s a l t p a n s
pan,43,s a u c e p a n
pan,44,s a u c e p a n s
pan,45,s k i d p a n
pan,46,s k i d p a n s
pan,47,w a r m i n g - p a n
pan,48,w a r m i n g - p a n s
panacea,0,p a n a c e a
panacea,1,p a n a c e a s
panama,0,p a n a m a
panama,1,p a n a m a s
pancake,0,p a n c a k e
pancake,1,p a n c a k e d
pancake,2,p a n c a k e s
pancake,3,p a n c a k i n g
pancreas,0,p a n c r e a s
pancreas,1,p a n c r e a s e s
pancreas,2,p a n c r e a t i c
panda,0,p a n d a
panda,1,p a n d a s
pandemic,0,p a n d e m i c
pandemic,1,p a n d e m i c s
pander,0,p a n d e r
pander,1,p a n d e r e d
pander,2,p a n d e r i n g
pander,3,p a n d e r s
pandit,0,p a n d i t
pandit,1,p a n d i t s
pane,0,c o u n t e r p a n e
pane,1,c o u n t e r p a n e s
pane,2,p a n e
pane,3,p a n e s
pane,4,w i n d o w p a n e
pane,5,w i n d o w p a n e s
panel,0,e m p a n e l
panel,1,e m p a n e l l e d
panel,2,e m p a n e l l i n g
panel,3,e m p a n e l s
panel,4,p a n e l
panel,5,p a n e l l e d
panel,6,p a n e l l i n g
panel,7,p a n e l l i s t
panel,8,p a n e l l i s t s
panel,9,p a n e l s
panelling,0,p a n e l l i n g
pang,0,p a n g
pang,1,p a n g s
panga,0,p a n g a
panga,1,p a n g a s
panhandle,0,p a n h a n d l e
panhandle,1,p a n h a n d l e d
panhandle,2,p a n h a n d l e r
panhandle,3,p a n h a n d l e r s
panhandle,4,p a n h a n d l e s
panhandle,5,p a n h a n d l i n g
panic,0,p a n i c
panic,1,p a n i c - s t r i c k e n
panic,2,p a n i c k e d
panic,3,p a n i c k i n g
panic,4,p a n i c k y
panic,5,p a n i c s
panorama,0,p a n o r a m a
panorama,1,p a n o r a m a s
panorama,2,p a n o r a m i c
panorama,3,p a n o r a m i c a l l y
pansy,0,p a n s i e s
pansy,1,p a n s y
pant,0,p a n t
pant,1,p a n t e d
pant,2,p a n t i n g
pant,3,p a n t i n g l y
pant,4,p a n t s
pantaloon,0,p a n t a l o o n
pantaloon,1,p a n t a l o o n s
pantaloons,0,p a n t a l o o n s
pantheon,0,p a n t h e o n
pantheon,1,p a n t h e o n s
panties,0,p a n t y
panties,1,p a n t y - h o s e
panto,0,p a n t o
panto,1,p a n t o g r a p h
panto,2,p a n t o g r a p h s
panto,3,p a n t o m i m e
panto,4,p a n t o m i m e s
panto,5,p a n t o s
pantomime,0,p a n t o
pantomime,1,p a n t o g r a p h
pantomime,2,p a n t o g r a p h s
pantomime,3,p a n t o m i m e
pantomime,4,p a n t o m i m e s
pantomime,5,p a n t o s
pants,0,p a n t i e s
pants,1,p a n t s
pants,2,u n d e r p a n t s
panty,0,p a n t y
panty,1,p a n t y - h o s e
pap,0,p a p
papa,0,p a p a
papa,1,p a p a s
papadum,0,p a p a d u m
papadum,1,p a p a d u m s
papaw,0,p a p a w
papaw,1,p a p a w s
papaya,0,p a p a y a
papaya,1,p a p a y a s
paper,0,b l o t t i n g - p a p e r
paper,1,c a r b o n - p a p e r
paper,2,c a r b o n - p a p e r s
paper,3,c a r t r i d g e - p a p e r
paper,4,c i g a r e t t e - p a p e r
paper,5,c i g a r e t t e - p a p e r s
paper,6,e n d p a p e r
paper,7,e n d p a p e r s
paper,8,f l y p a p e r
paper,9,l i t m u s - p a p e r
paper,10,n e w s p a p e r
paper,11,n e w s p a p e r - m a n
paper,12,n e w s p a p e r - m e n
paper,13,n e w s p a p e r s
paper,14,n o t e p a p e r
paper,15,o i l - p a p e r
paper,16,o r d e r - p a p e r
paper,17,o r d e r - p a p e r s
paper,18,p a p e r
paper,19,p a p e r - c h a s e
paper,20,p a p e r - c h a s e s
paper,21,p a p e r - c l i p
paper,22,p a p e r - c l i p s
paper,23,p a p e r - k n i f e
paper,24,p a p e r - k n i v e s
paper,25,p a p e r - m i l l
paper,26,p a p e r - m i l l s
paper,27,p a p e r b a c k
paper,28,p a p e r b a c k e d
paper,29,p a p e r b a c k s
paper,30,p a p e r b o y
paper,31,p a p e r b o y s
paper,32,p a p e r e d
paper,33,p a p e r h a n g e r
paper,34,p a p e r h a n g e r s
paper,35,p a p e r i n g
paper,36,p a p e r s
paper,37,p a p e r w e i g h t
paper,38,p a p e r w e i g h t s
paper,39,p a p e r w o r k
paper,40,p a p e r y
paper,41,r i c e - p a p e r
paper,42,t o i l e t - p a p e r
paper,43,t r a c i n g - p a p e r
paper,44,w a x - p a p e r
paper,45,w r i t i n g - p a p e r
papers,0,p a p e r s
papist,0,p a p i s t
papist,1,p a p i s t s
papoose,0,p a p o o s e
papoose,1,p a p o o s e s
pappy,0,p a p p i e s
pappy,1,p a p p y
paprika,0,p a p r i k a
papyrus,0,p a p y r i
papyrus,1,p a p y r u s
papyrus,2,p a p y r u s e s
par,0,d i s p a r i t i e s
par,1,d i s p a r i t y
par,2,p a r
par,3,p a r e d
par,4,p a r i n g
par,5,p a r i t y
par,6,p a r s
parable,0,p a r a b l e
parable,1,p a r a b l e s
parable,2,p a r a b o l i c a l
parable,3,p a r a b o l i c a l l y
parabola,0,p a r a b o l a
parabola,1,p a r a b o l a s
parabola,2,p a r a b o l i c
parabola,3,p a r a b o l i c a l
parabola,4,p a r a b o l i c a l l y
parachute,0,p a r a c h u t e
parachute,1,p a r a c h u t e d
parachute,2,p a r a c h u t e s
parachute,3,p a r a c h u t i n g
parachute,4,p a r a c h u t i s t
parachute,5,p a r a c h u t i s t s
parachute,6,p a r a t r o o p e r
parachute,7,p a r a t r o o p e r s
parachute,8,p a r a t r o o p s
parade,0,p a r a d e
parade,1,p a r a d e - g r o u n d
parade,2,p a r a d e - g r o u n d s
parade,3,p a r a d e d
parade,4,p a r a d e s
parade,5,p a r a d i n g
parade,6,s i c k - p a r a d e
paradigm,0,p a r a d i g m
paradigm,1,p a r a d i g m a t i c
paradigm,2,p a r a d i g m a t i c a l l y
paradigm,3,p a r a d i g m s
paradise,0,p a r a d i s e
paradise,1,p a r a d i s e s
paradise,2,p a r a d i s i a c
paradise,3,p a r a d i s i a c a l
paraffin,0,p a r a f f i n
parakeet,0,p a r a k e e t
parakeet,1,p a r a k e e t s
parallel,0,p a r a l l e l
parallel,1,p a r a l l e l e d
parallel,2,p a r a l l e l i n g
parallel,3,p a r a l l e l i s m
parallel,4,p a r a l l e l i s m s
parallel,5,p a r a l l e l o g r a m
parallel,6,p a r a l l e l o g r a m s
parallel,7,p a r a l l e l s
paralytic,0,p a r a l y t i c
paralytic,1,p a r a l y t i c a l l y
paralytic,2,p a r a l y t i c s
paramount,0,p a r a m o u n t
paramount,1,p a r a m o u n t c y
paramour,0,p a r a m o u r
paramour,1,p a r a m o u r s
paranoid,0,p a r a n o i d
paranoid,1,p a r a n o i d s
paraphrase,0,p a r a p h r a s e
paraphrase,1,p a r a p h r a s e d
paraphrase,2,p a r a p h r a s e s
paraphrase,3,p a r a p h r a s i n g
paraplegic,0,p a r a p l e g i c
paraplegic,1,p a r a p l e g i c a l l y
paraplegic,2,p a r a p l e g i c s
paraquat,0,p a r a q u a t
paras,0,p a r a s
parasite,0,p a r a s i t e
parasite,1,p a r a s i t e s
parasite,2,p a r a s i t i c
parasite,3,p a r a s i t i c a l
parasite,4,p a r a s i t i c a l l y
parasol,0,p a r a s o l
parasol,1,p a r a s o l s
paratroops,0,p a r a s
parboil,0,p a r b o i l
parboil,1,p a r b o i l e d
parboil,2,p a r b o i l i n g
parboil,3,p a r b o i l s
parcel,0,p a r c e l
parcel,1,p a r c e l s
parch,0,p a r c h
parch,1,p a r c h e d
parch,2,p a r c h e s
parch,3,p a r c h i n g
parch,4,p a r c h m e n t
parch,5,p a r c h m e n t s
pard,0,p a r d
pardner,0,p a r d
pardner,1,p a r d n e r
pardon,0,p a r d o n
pardon,1,p a r d o n a b l e
pardon,2,p a r d o n a b l y
pardon,3,p a r d o n e d
pardon,4,p a r d o n e r
pardon,5,p a r d o n e r s
pardon,6,p a r d o n i n g
pardon,7,p a r d o n s
pare,0,p a r e
pare,1,p a r e d
pare,2,p a r e r
pare,3,p a r e r s
pare,4,p a r e s
pare,5,p a r i n g
parent,0,f o s t e r - p a r e n t
parent,1,f o s t e r - p a r e n t s
parent,2,g o d p a r e n t
parent,3,g o d p a r e n t s
parent,4,g r a n d p a r e n t
parent,5,g r a n d p a r e n t s
parent,6,p a r e n t
parent,7,p a r e n t a g e
parent,8,p a r e n t a l
parent,9,p a r e n t a l l y
parent,10,p a r e n t h o o d
parent,11,p a r e n t s
parent,12,s t e p p a r e n t
parent,13,s t e p p a r e n t s
pariah,0,p a r i a h
pariah,1,p a r i a h - d o g
pariah,2,p a r i a h - d o g s
pariah,3,p a r i a h s
paring,0,p a r i n g
paring,1,p a r i n g s
parish,0,p a r i s h
parish,1,p a r i s h - p u m p
parish,2,p a r i s h e s
parish,3,p a r i s h i o n e r
parish,4,p a r i s h i o n e r s
park,0,a n g l e - p a r k
park,1,a n g l e - p a r k e d
park,2,a n g l e - p a r k i n g
park,3,a n g l e - p a r k s
park,4,p a r k
park,5,p a r k e d
park,6,p a r k i n g
park,7,p a r k l a n d
park,8,p a r k s
parkin,0,p a r k i n
parking,0,p a r k i n g
parlance,0,p a r l a n c e
parley,0,p a r l e y
parley,1,p a r l e y e d
parley,2,p a r l e y i n g
parley,3,p a r l e y s
parliament,0,p a r l i a m e n t
parliament,1,p a r l i a m e n t a r i a n
parliament,2,p a r l i a m e n t a r i a n s
parliament,3,p a r l i a m e n t a r y
parliament,4,p a r l i a m e n t s
parliament,5,u n p a r l i a m e n t a r y
parlous,0,p a r l o u s
parody,0,p a r o d i e d
parody,1,p a r o d i e s
parody,2,p a r o d i s t
parody,3,p a r o d i s t s
parody,4,p a r o d y
parody,5,p a r o d y i n g
parole,0,p a r o l e
parole,1,p a r o l e d
parole,2,p a r o l e s
parole,3,p a r o l i n g
paroquet,0,p a r o q u e t
paroquet,1,p a r o q u e t s
paroxysm,0,p a r o x y s m
paroxysm,1,p a r o x y s m s
parquet,0,p a r q u e t
parr,0,p a r r
parr,1,p a r r s
parrot,0,p a r r o t
parrot,1,p a r r o t - c r i e s
parrot,2,p a r r o t - c r y
parrot,3,p a r r o t e d
parrot,4,p a r r o t i n g
parrot,5,p a r r o t s
parry,0,p a r r i e d
parry,1,p a r r i e s
parry,2,p a r r y
parry,3,p a r r y i n g
parse,0,p a r s e
parse,1,p a r s e d
parse,2,p a r s e s
parse,3,p a r s i n g
parsley,0,p a r s l e y
parsnip,0,p a r s n i p
parsnip,1,p a r s n i p s
parson,0,p a r s o n
parson,1,p a r s o n a g e
parson,2,p a r s o n a g e s
parson,3,p a r s o n s
part,0,b i p a r t i t e
part,1,c o u n t e r p a r t
part,2,c o u n t e r p a r t s
part,3,f o r e p a r t
part,4,f o r e p a r t s
part,5,f o u r - p a r t
part,6,i m p a r t i a l
part,7,i m p a r t i a l i t y
part,8,i m p a r t i a l l y
part,9,n a m e - p a r t
part,10,n a m e - p a r t s
part,11,p a r t
part,12,p a r t - o w n e r
part,13,p a r t - o w n e r s
part,14,p a r t - s i n g i n g
part,15,p a r t - s o n g
part,16,p a r t - s o n g s
part,17,p a r t - t i m e
part,18,p a r t - t i m e r
part,19,p a r t - t i m e r s
part,20,p a r t a k e
part,21,p a r t a k e n
part,22,p a r t a k e s
part,23,p a r t a k i n g
part,24,p a r t e d
part,25,p a r t i a l
part,26,p a r t i a l i t i e s
part,27,p a r t i a l i t y
part,28,p a r t i a l l y
part,29,p a r t i n g
part,30,p a r t l y
part,31,p a r t o o k
part,32,p a r t s
part,33,t r i p a r t i t e
part-time,0,p a r t - t i m e
part-time,1,p a r t - t i m e r
part-time,2,p a r t - t i m e r s
particular,0,p a r t i c u l a r
particular,1,p a r t i c u l a r i t i e s
particular,2,p a r t i c u l a r i t y
particular,3,p a r t i c u l a r i z a t i o n
particular,4,p a r t i c u l a r i z a t i o n s
particular,5,p a r t i c u l a r i z e
particular,6,p a r t i c u l a r i z e d
particular,7,p a r t i c u l a r i z e s
particular,8,p a r t i c u l a r i z i n g
particular,9,p a r t i c u l a r l y
particular,10,p a r t i c u l a r s
parting,0,p a r t i n g
parting,1,p a r t i n g s
partisan,0,b i p a r t i s a n
partisan,1,p a r t i s a n
partisan,2,p a r t i s a n s
partisan,3,p a r t i s a n s h i p
partita,0,p a r t i t a
partita,1,p a r t i t a s
partita,2,p a r t i t e
partition,0,p a r t i t i o n
partition,1,p a r t i t i o n e d
partition,2,p a r t i t i o n i n g
partition,3,p a r t i t i o n s
partitive,0,p a r t i t i v e
partitive,1,p a r t i t i v e l y
partitive,2,p a r t i t i v e s
partner,0,c o - p a r t n e r
partner,1,c o - p a r t n e r s
partner,2,c o - p a r t n e r s h i p
partner,3,c o - p a r t n e r s h i p s
partner,4,p a r t n e r
partner,5,p a r t n e r e d
partner,6,p a r t n e r i n g
partner,7,p a r t n e r s
partner,8,p a r t n e r s h i p
partner,9,p a r t n e r s h i p s
partner,10,s p a r r i n g - p a r t n e r
partner,11,s p a r r i n g - p a r t n e r s
partridge,0,p a r t r i d g e
partridge,1,p a r t r i d g e s
parts,0,p a r t s
party,0,c h a r t e r - p a r t i e s
party,1,c h a r t e r - p a r t y
party,2,d i n n e r - p a r t i e s
party,3,d i n n e r - p a r t y
party,4,f a t i g u e - p a r t i e s
party,5,f a t i g u e - p a r t y
party,6,f i r i n g - p a r t i e s
party,7,f i r i n g - p a r t y
party,8,h e n - p a r t i e s
party,9,h e n - p a r t y
party,10,h o u s e - p a r t i e s
party,11,h o u s e - p a r t y
party,12,l a n d i n g - p a r t i e s
party,13,l a n d i n g - p a r t y
party,14,p a r t i e s
party,15,p a r t y
party,16,p a r t y - s p i r i t
party,17,p a r t y - s p i r i t e d
party,18,p a r t y - w a l l
party,19,p a r t y - w a l l s
party,20,s e a r c h - p a r t i e s
party,21,s e a r c h - p a r t y
party,22,s t a g - p a r t i e s
party,23,s t a g - p a r t y
party,24,s t r e t c h e r - p a r t i e s
party,25,s t r e t c h e r - p a r t y
party,26,t e a - p a r t i e s
party,27,t e a - p a r t y
pasha,0,p a s h a
pasha,1,p a s h a s
pass,0,b y p a s s
pass,1,b y p a s s e d
pass,2,b y p a s s e s
pass,3,b y p a s s i n g
pass,4,i m p a s s a b l e
pass,5,o v e r p a s s
pass,6,o v e r p a s s e s
pass,7,p a s s
pass,8,p a s s a b l e
pass,9,p a s s a b l y
pass,10,p a s s a g e
pass,11,p a s s a g e s
pass,12,p a s s a g e w a y
pass,13,p a s s a g e w a y s
pass,14,p a s s b o o k
pass,15,p a s s b o o k s
pass,16,p a s s e d
pass,17,p a s s e r - b y
pass,18,p a s s e r s - b y
pass,19,p a s s e s
pass,20,p a s s i n g
pass,21,p a s s k e y
pass,22,p a s s k e y s
pass,23,p a s s p o r t
pass,24,p a s s p o r t s
pass,25,p a s s w o r d
pass,26,p a s s w o r d s
pass,27,p a s t i m e
pass,28,p a s t i m e s
pass,29,s u r p a s s
pass,30,s u r p a s s e d
pass,31,s u r p a s s e s
pass,32,s u r p a s s i n g
pass,33,u n d e r p a s s
pass,34,u n d e r p a s s e s
passim,0,p a s s i m
passing,0,p a s s i n g
passing out,0,p a s s i n g - o u t
passing-out,0,p a s s i n g - o u t
passive,0,p a s s i v e
passive,1,p a s s i v e l y
passive,2,p a s s i v e n e s s
passive,3,p a s s i v e s
passive,4,p a s s i v i t y
passive,5,p a s s i v i z a t i o n
passive,6,p a s s i v i z e
passive,7,p a s s i v i z e d
passive,8,p a s s i v i z e s
passive,9,p a s s i v i z i n g
past,0,m a r c h - p a s t
past,1,m a r c h - p a s t s
past,2,p a s t
paste,0,f i s h p a s t e
paste,1,p a s t e
paste,2,p a s t e b o a r d
paste,3,p a s t e d
paste,4,p a s t e s
paste,5,p a s t i n g
paste,6,t o o t h p a s t e
paste,7,t o o t h p a s t e s
paste up,0,p a s t e - u p
paste up,1,p a s t e - u p s
paste-up,0,p a s t e - u p
paste-up,1,p a s t e - u p s
pastel,0,p a s t e l
pastel,1,p a s t e l s
pastern,0,p a s t e r n
pastern,1,p a s t e r n s
pasting,0,p a s t i n g
pasting,1,p a s t i n g s
pastor,0,p a s t o r
pastor,1,p a s t o r a l
pastor,2,p a s t o r a l s
pastor,3,p a s t o r a t e
pastor,4,p a s t o r a t e s
pastor,5,p a s t o r s
pastoral,0,p a s t o r a l
pastoral,1,p a s t o r a l s
pastrami,0,p a s t r a m i
pastry,0,p a s t r i e s
pastry,1,p a s t r y
pastry,2,p a s t r y - c o o k
pastry,3,p a s t r y - c o o k s
pasture,0,p a s t u r a g e
pasture,1,p a s t u r e
pasture,2,p a s t u r e d
pasture,3,p a s t u r e s
pasture,4,p a s t u r i n g
pasty,0,p a s t i e r
pasty,1,p a s t i e s
pasty,2,p a s t i e s t
pasty,3,p a s t y
pasty,4,p a s t y - f a c e d
pat,0,c o w p a t
pat,1,c o w p a t s
pat,2,p a t
pat,3,p a t - b a l l
pat,4,p a t s
pat,5,p a t t e d
pat,6,p a t t i n g
patch,0,c r o s s p a t c h
patch,1,c r o s s p a t c h e s
patch,2,p a t c h
patch,3,p a t c h - p o c k e t
patch,4,p a t c h - p o c k e t s
patch,5,p a t c h e d
patch,6,p a t c h e s
patch,7,p a t c h i e r
patch,8,p a t c h i e s t
patch,9,p a t c h i l y
patch,10,p a t c h i n e s s
patch,11,p a t c h i n g
patch,12,p a t c h w o r k
patch,13,p a t c h w o r k s
patch,14,p a t c h y
patchouli,0,p a t c h o u l i
pate,0,a d d l e - p a t e d
pate,1,b a l d - p a t e
pate,2,b a l d - p a t e s
pate,3,p a t e
pate,4,p a t e s
pate,5,r a t t l e - p a t e d
patella,0,p a t e l l a
patella,1,p a t e l l a e
patent,0,p a t e n t
patent,1,p a t e n t e d
patent,2,p a t e n t e e
patent,3,p a t e n t e e s
patent,4,p a t e n t i n g
patent,5,p a t e n t l y
patent,6,p a t e n t s
pater,0,p a t e r
